"Skjemanavn";"Navn i Rapporteket";"Ledetekst";"Obligatorisk";"Type";"Listeverdier";"Listetekst";"Normalintervall start numerisk";"Normalintervall slutt numerisk";"Maksintervall start numerisk";"Maksintervall slutt numerisk";"Normalintervall start dato";"Normalintervall slutt dato";"Maksintervall start dato";"Maksintervall slutt dato";"Antall tegn";"Lovlige tegn";"Desimaler";"Aktiveringsspørsmål";"Underspørsmål";"Innført dato";"Utfaset dato";"Tabell";"Fysisk feltnavn";"Kommentar";"Variabel ID";"Hjelpetekst"
"B1.1";"perifer3bf";"3b i f. Perifer";"Nei";"Listevariabel";"G62.8";"Andre spesifiserte polynevropatier ";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"NEURO_PERIPHERAL";;"EMP11_NEURO_PERIPHERAL";"G53.0 (bidiagnose til B02.2†) Postherpetisk: geniculoganglionitt, trigeminusnevralgi G59.0, G63.2 (bidiagnoser til E10 -E14†) M79.2 (ekskl. isjialgi (M54.3-M54.4), mononevropatier (G56-G58), radikulitt G35 Brukes kun når denne forklarer smertene. T11.3 Ekskl: brudd i overekstremitet, uspesifisert del (T10), knusningsskade i overekstremitet INA(T04.2), skader som omfatter flere kroppsregioner (T00-T06) T13.3 Ekskl: brudd i underekstremitet, uspesifisert del (T12), knusningsskade i underekstremitet INA(T04.3), skader som omfatter flere kroppsregioner (T00-T06)."
"B1.1";"perifer3bf";"3b i f. Perifer";"Nei";"Listevariabel";"G62.9";"Uspesifisert polynevropati  ";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"NEURO_PERIPHERAL";;"EMP11_NEURO_PERIPHERAL";"G53.0 (bidiagnose til B02.2†) Postherpetisk: geniculoganglionitt, trigeminusnevralgi G59.0, G63.2 (bidiagnoser til E10 -E14†) M79.2 (ekskl. isjialgi (M54.3-M54.4), mononevropatier (G56-G58), radikulitt G35 Brukes kun når denne forklarer smertene. T11.3 Ekskl: brudd i overekstremitet, uspesifisert del (T10), knusningsskade i overekstremitet INA(T04.2), skader som omfatter flere kroppsregioner (T00-T06) T13.3 Ekskl: brudd i underekstremitet, uspesifisert del (T12), knusningsskade i underekstremitet INA(T04.3), skader som omfatter flere kroppsregioner (T00-T06)."
"B1.1";"perifer3bf";"3b i f. Perifer";"Nei";"Listevariabel";"M54.1x";"Radikulopati overekstremitet (2. decimal x = 1-4) ";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"NEURO_PERIPHERAL";;"EMP11_NEURO_PERIPHERAL";"G53.0 (bidiagnose til B02.2†) Postherpetisk: geniculoganglionitt, trigeminusnevralgi G59.0, G63.2 (bidiagnoser til E10 -E14†) M79.2 (ekskl. isjialgi (M54.3-M54.4), mononevropatier (G56-G58), radikulitt G35 Brukes kun når denne forklarer smertene. T11.3 Ekskl: brudd i overekstremitet, uspesifisert del (T10), knusningsskade i overekstremitet INA(T04.2), skader som omfatter flere kroppsregioner (T00-T06) T13.3 Ekskl: brudd i underekstremitet, uspesifisert del (T12), knusningsskade i underekstremitet INA(T04.3), skader som omfatter flere kroppsregioner (T00-T06)."
"B1.1";"perifer3bf";"3b i f. Perifer";"Nei";"Listevariabel";"M54.1y";"Radikulopati undereksremitet 2. decimal y = 5-7) ";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"NEURO_PERIPHERAL";;"EMP11_NEURO_PERIPHERAL";"G53.0 (bidiagnose til B02.2†) Postherpetisk: geniculoganglionitt, trigeminusnevralgi G59.0, G63.2 (bidiagnoser til E10 -E14†) M79.2 (ekskl. isjialgi (M54.3-M54.4), mononevropatier (G56-G58), radikulitt G35 Brukes kun når denne forklarer smertene. T11.3 Ekskl: brudd i overekstremitet, uspesifisert del (T10), knusningsskade i overekstremitet INA(T04.2), skader som omfatter flere kroppsregioner (T00-T06) T13.3 Ekskl: brudd i underekstremitet, uspesifisert del (T12), knusningsskade i underekstremitet INA(T04.3), skader som omfatter flere kroppsregioner (T00-T06)."
"B1.1";"perifer3bf";"3b i f. Perifer";"Nei";"Listevariabel";"M79.2";"Uspesifisert nevralgi og nevritt";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"NEURO_PERIPHERAL";;"EMP11_NEURO_PERIPHERAL";"G53.0 (bidiagnose til B02.2†) Postherpetisk: geniculoganglionitt, trigeminusnevralgi G59.0, G63.2 (bidiagnoser til E10 -E14†) M79.2 (ekskl. isjialgi (M54.3-M54.4), mononevropatier (G56-G58), radikulitt G35 Brukes kun når denne forklarer smertene. T11.3 Ekskl: brudd i overekstremitet, uspesifisert del (T10), knusningsskade i overekstremitet INA(T04.2), skader som omfatter flere kroppsregioner (T00-T06) T13.3 Ekskl: brudd i underekstremitet, uspesifisert del (T12), knusningsskade i underekstremitet INA(T04.3), skader som omfatter flere kroppsregioner (T00-T06)."
"B1.1";"perifer3bf";"3b i f. Perifer";"Nei";"Listevariabel";"G35";"Multippel sklerose";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"NEURO_PERIPHERAL";;"EMP11_NEURO_PERIPHERAL";"G53.0 (bidiagnose til B02.2†) Postherpetisk: geniculoganglionitt, trigeminusnevralgi G59.0, G63.2 (bidiagnoser til E10 -E14†) M79.2 (ekskl. isjialgi (M54.3-M54.4), mononevropatier (G56-G58), radikulitt G35 Brukes kun når denne forklarer smertene. T11.3 Ekskl: brudd i overekstremitet, uspesifisert del (T10), knusningsskade i overekstremitet INA(T04.2), skader som omfatter flere kroppsregioner (T00-T06) T13.3 Ekskl: brudd i underekstremitet, uspesifisert del (T12), knusningsskade i underekstremitet INA(T04.3), skader som omfatter flere kroppsregioner (T00-T06)."
"B1.1";"perifer3bf";"3b i f. Perifer";"Nei";"Listevariabel";"T11.3";"Skade på uspesifisert nerve i overekstremitet, uspesifisert del";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"NEURO_PERIPHERAL";;"EMP11_NEURO_PERIPHERAL";"G53.0 (bidiagnose til B02.2†) Postherpetisk: geniculoganglionitt, trigeminusnevralgi G59.0, G63.2 (bidiagnoser til E10 -E14†) M79.2 (ekskl. isjialgi (M54.3-M54.4), mononevropatier (G56-G58), radikulitt G35 Brukes kun når denne forklarer smertene. T11.3 Ekskl: brudd i overekstremitet, uspesifisert del (T10), knusningsskade i overekstremitet INA(T04.2), skader som omfatter flere kroppsregioner (T00-T06) T13.3 Ekskl: brudd i underekstremitet, uspesifisert del (T12), knusningsskade i underekstremitet INA(T04.3), skader som omfatter flere kroppsregioner (T00-T06)."
"B1.1";"perifer3bf";"3b i f. Perifer";"Nei";"Listevariabel";"T13.3";"Skade på uspesifisert nerve i underekstremitet, uspesifisert del";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"NEURO_PERIPHERAL";;"EMP11_NEURO_PERIPHERAL";"G53.0 (bidiagnose til B02.2†) Postherpetisk: geniculoganglionitt, trigeminusnevralgi G59.0, G63.2 (bidiagnoser til E10 -E14†) M79.2 (ekskl. isjialgi (M54.3-M54.4), mononevropatier (G56-G58), radikulitt G35 Brukes kun når denne forklarer smertene. T11.3 Ekskl: brudd i overekstremitet, uspesifisert del (T10), knusningsskade i overekstremitet INA(T04.2), skader som omfatter flere kroppsregioner (T00-T06) T13.3 Ekskl: brudd i underekstremitet, uspesifisert del (T12), knusningsskade i underekstremitet INA(T04.3), skader som omfatter flere kroppsregioner (T00-T06)."
"B1.1";"sentral3bg";"3b i g. Sentral";"Nei";"Listevariabel";"G95.8";"Andre spesifiserte ryggmargssykdommer";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"NEURO_CENTRAL";;"EMP11_NEURO_CENTRAL";"T91.3 Følgetilstander etter skade som kan klassifiseres under S14.0-S14.1, S24.0-S24.1, S34.0-S34.1 og T09.3."
"B1.1";"sentral3bg";"3b i g. Sentral";"Nei";"Listevariabel";"I69.4";"Følgetilstander etter hjerneslag, ikke spesifisert som blødning eller infarkt ";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"NEURO_CENTRAL";;"EMP11_NEURO_CENTRAL";"T91.3 Følgetilstander etter skade som kan klassifiseres under S14.0-S14.1, S24.0-S24.1, S34.0-S34.1 og T09.3."
"B1.1";"sentral3bg";"3b i g. Sentral";"Nei";"Listevariabel";"T91.3";"Følgetilstander etter skade på ryggmarg";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"NEURO_CENTRAL";;"EMP11_NEURO_CENTRAL";"T91.3 Følgetilstander etter skade som kan klassifiseres under S14.0-S14.1, S24.0-S24.1, S34.0-S34.1 og T09.3."
"B1.1";"andreformer3bh";"3b i h. Andre former";"Nei";"Listevariabel";"G54.6";"Fantomlemsyndrom med smerte";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"NEURO_OTHER";;"EMP11_NEURO_OTHER";"T91.3 Følgetilstander etter skade som kan klassifiseres under S14.0-S14.1, S24.0-S24.1, S34.0-S34.1 og T09.3."
"B1.1";"andreformer3bh";"3b i h. Andre former";"Nei";"Listevariabel";"G56.4";"Kausalgi (CRPS type 2)";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"NEURO_OTHER";;"EMP11_NEURO_OTHER";"T91.3 Følgetilstander etter skade som kan klassifiseres under S14.0-S14.1, S24.0-S24.1, S34.0-S34.1 og T09.3."
"B1.1";"primhodepine3bi";"3b i i. Primær hodepine";"Nei";"Listevariabel";"G43.0";"Migrene uten aura";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"HEAD_PRIM";;"EMP11_HEAD_PRIM";"G43.0 - vanlig migrene. G43.1 - klassisk migrene. G44.8 inkluderer spinalhodepine."
"B1.1";"primhodepine3bi";"3b i i. Primær hodepine";"Nei";"Listevariabel";"G43.1";"Migrene med aura";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"HEAD_PRIM";;"EMP11_HEAD_PRIM";"G43.0 - vanlig migrene. G43.1 - klassisk migrene. G44.8 inkluderer spinalhodepine."
"B1.1";"primhodepine3bi";"3b i i. Primær hodepine";"Nei";"Listevariabel";"G44";"Andre hodepine syndromer";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"HEAD_PRIM";;"EMP11_HEAD_PRIM";"G43.0 - vanlig migrene. G43.1 - klassisk migrene. G44.8 inkluderer spinalhodepine."
"B1.1";"primhodepine3bi";"3b i i. Primær hodepine";"Nei";"Listevariabel";"G44.0";"Cluster-hodepinesyndrom";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"HEAD_PRIM";;"EMP11_HEAD_PRIM";"G43.0 - vanlig migrene. G43.1 - klassisk migrene. G44.8 inkluderer spinalhodepine."
"B1.1";"primhodepine3bi";"3b i i. Primær hodepine";"Nei";"Listevariabel";"G44.2";"Tensjonshodepine";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"HEAD_PRIM";;"EMP11_HEAD_PRIM";"G43.0 - vanlig migrene. G43.1 - klassisk migrene. G44.8 inkluderer spinalhodepine."
"B1.1";"primhodepine3bi";"3b i i. Primær hodepine";"Nei";"Listevariabel";"G44.3";"Langvarig posttraumatisk hodepine";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"HEAD_PRIM";;"EMP11_HEAD_PRIM";"G43.0 - vanlig migrene. G43.1 - klassisk migrene. G44.8 inkluderer spinalhodepine."
"B1.1";"primhodepine3bi";"3b i i. Primær hodepine";"Nei";"Listevariabel";"G44.8";"Andre spesifiserte hodepinesyndromer";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"HEAD_PRIM";;"EMP11_HEAD_PRIM";"G43.0 - vanlig migrene. G43.1 - klassisk migrene. G44.8 inkluderer spinalhodepine."
"B1.1";"primhodepine3bi";"3b i i. Primær hodepine";"Nei";"Listevariabel";"K07.6";"Kjeveleddslidelser (TMD)";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"HEAD_PRIM";;"EMP11_HEAD_PRIM";"G43.0 - vanlig migrene. G43.1 - klassisk migrene. G44.8 inkluderer spinalhodepine."
"B1.1";"sekhodepine3bj";"3b i j. Sekundær hodepine";"Nei";"Listevariabel";"G44.4";"Legemiddelutløst hodepine, ikke klassifisert annet sted";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"HEAD_SEC";;"EMP11_HEAD_SEC";"R51 Ekslusive G50.1, G43-G44 og G50.0"
"B1.1";"sekhodepine3bj";"3b i j. Sekundær hodepine";"Nei";"Listevariabel";"G44.8";"Andre spesifiserte hodepinesyndromer";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"HEAD_SEC";;"EMP11_HEAD_SEC";"R51 Ekslusive G50.1, G43-G44 og G50.0"
"B1.1";"sekhodepine3bj";"3b i j. Sekundær hodepine";"Nei";"Listevariabel";"R51";"Hodepine";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"HEAD_SEC";;"EMP11_HEAD_SEC";"R51 Ekslusive G50.1, G43-G44 og G50.0"
"B1.1";"orofacial3bk";"3 b i k. Orofacial";"Nei";"Listevariabel";"G50.0";"Trigeminusnevralgi";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"OROFACIAL";;"EMP11_OROFACIAL";"..."
"B1.1";"orofacial3bk";"3 b i k. Orofacial";"Nei";"Listevariabel";"G50.1";"Atypisk ansiktssmerte";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"OROFACIAL";;"EMP11_OROFACIAL";"..."
"B1.1";"visceral3bl";"3b i l. Visceral";"Nei";"Listevariabel";"K50";"Mb Crohn";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"VISCERAL_SEC";;"EMP11_VISCERAL_SEC";"K86.1 eks: infeksiøs, residiverende, tilbakevendende, INA"
"B1.1";"visceral3bl";"3b i l. Visceral";"Nei";"Listevariabel";"G51";"Ulcerøs colitt";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"VISCERAL_SEC";;"EMP11_VISCERAL_SEC";"K86.1 eks: infeksiøs, residiverende, tilbakevendende, INA"
"B1.1";"visceral3bl";"3b i l. Visceral";"Nei";"Listevariabel";"R51";"Annen langvarig pankreatitt";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"VISCERAL_SEC";;"EMP11_VISCERAL_SEC";"K86.1 eks: infeksiøs, residiverende, tilbakevendende, INA"
"B1.1";"persistinflamm3bm";"3b i m. Persisterende inflammasjon";"Nei";"Listevariabel";"M45";"Ankyloserende spondylitt";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"PERSIST_INFLAMMATORY";;"EMP11_PERSIST_INFLAMMATORY";"..."
"B1.1";"persistinflamm3bm";"3b i m. Persisterende inflammasjon";"Nei";"Listevariabel";"M06";"Annen revmatoid artritt";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"PERSIST_INFLAMMATORY";;"EMP11_PERSIST_INFLAMMATORY";"..."
"B1.1";"struktosteoart3bn";"3b i n. Strukturelle osteoartikulære";"Nei";"Listevariabel";"M16";"Hofteleddsartrose";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"STRUCT_OST";;"EMP11_STRUCT_OST";"..."
"B1.1";"struktosteoart3bn";"3b i n. Strukturelle osteoartikulære";"Nei";"Listevariabel";"M17";"Kneleddsartrose";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"STRUCT_OST";;"EMP11_STRUCT_OST";"..."
"B1.1";"struktosteoart3bn";"3b i n. Strukturelle osteoartikulære";"Nei";"Listevariabel";"M80";"Osteoporose med patologisk brudd";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"STRUCT_OST";;"EMP11_STRUCT_OST";"..."
"B1.1";"Andre3bo";"3b i o. Andre";"Nei";"Listevariabel";"M75.0";"Adhesjonskapsulitt i skulder";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"MUSCLE_SKELETAL_OTHER";;"EMP11_MUSCLE_SKELETAL_OTHER";"..."
"B1.1";"HovedDiag";"3c. Hoveddiagnose";"Nei";"Listevariabel";"0";"Nei";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp11";"PAINMAINDIAG";;"EMP11_PAINMAINDIAG";"Ja krysses av dersom diagnosen har en direkte sammenheng med henvisningen og pasientens akutte tilstand. Nei krysses av dersom pasient i tillegg til sin akutte tilstand også har en annen type smerte, f.eks langvarige lave ryggsmerter. Det er mulig å legge til så mange smertediagnoser som det er behov for. Dette gjøres ved å trykke på knappen ""Legg til"". Ved behov for flere diagnoser start samme prosess på nytt."
"B1.1";"HovedDiag";"3c. Hoveddiagnose";"Nei";"Listevariabel";1;"Ja";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp11";"PAINMAINDIAG";;"EMP11_PAINMAINDIAG";"Ja krysses av dersom diagnosen har en direkte sammenheng med henvisningen og pasientens akutte tilstand. Nei krysses av dersom pasient i tillegg til sin akutte tilstand også har en annen type smerte, f.eks langvarige lave ryggsmerter. Det er mulig å legge til så mange smertediagnoser som det er behov for. Dette gjøres ved å trykke på knappen ""Legg til"". Ved behov for flere diagnoser start samme prosess på nytt."
"B1.1";"Ingen11";"Ingen";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"emp11";"ANALGESICS_NONE";;"EMP11_ANALGESICS_NONE";"Undersøk om det står noe i innkomstnotatet, eller om det kommer frem i samtale med pasient ved første tilsyn. Går det ikke tydelig fram at pasienten har brukt noen form for smertestillende før innleggelsen bruk «vet ikke». Legemidler som brukes illegal/misbrukes skal ikke føres opp under «Analgetika ved innkomst». Avkrysning av ""Ingen"" låser alle andre svaralternativene."
"B1.1";"NOp11";"Non-opioder";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"emp11";"ANALGESICS_NON_OPIOIDS";;"EMP11_ANALGESICS_NON_OPIOIDS";"F.eks Paracet, Nsadis, Cox 2-hemmere."
"B1.1";"Op11";"Opioder";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"emp11";"ANALGESICS_OPIOIDS";;"EMP11_ANALGESICS_OPIOIDS";"F.eks Morfin, Oxynorm, Fantanyl, Metadon, Subutex, Tramadol, Paralgin forte."
"B1.1";"Bzd11";"Benzodiazepiner";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"emp11";"ANALGESICS_BENZODIAZEPINES";;"EMP11_ANALGESICS_BENZODIAZEPINES";"F.eks Sobril, Stesolid, Xanor, Vival, Diazepam, Oxazepam."
"B1.1";"koA11";"Ko-analgetika";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"emp11";"ANALGESICS_COANALGESICS";;"EMP11_ANALGESICS_COANALGESICS";"F.eks Lyrica, Neurontin, Sarotex, Noritren, Cymbalta, Efexor, Klonidin."
"B1.1";"Vetikke11";"Vet ikke";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"01.01.1980";"";"emp11";"ANALGESICS_UNKNOWN";;"EMP11_ANALGESICS_UNKNOWN";"Vet ikke krysses av når en har vurdert alle alternativene og ingen av disse passer. Vet ikke låser alle de andre svaralternativene."
"B1.1";;"Ingen";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"15.07.2017";"";"emp11";"ANALGESICS_FIRST_NONE";;"EMP11_ANALGESICS_FIRST_NONE";"Undersøk om det står noe i innkomstnotatet, eller om det kommer frem i samtale med pasient ved første tilsyn. Går det ikke tydelig fram at pasienten har brukt noen form for smertestillende før innleggelsen bruk «vet ikke». Legemidler som brukes illegal/misbrukes skal ikke føres opp under «Analgetika ved innkomst». Avkrysning av ""Ingen"" låser alle andre svaralternativene."
"B1.1";;"Non-opioder";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"15.07.2017";"";"emp11";"ANALGESICS_FIRST_NON_OPIOIDS";;"EMP11_ANALGESICS_FIRST_NON_OPIOIDS";"F.eks Paracet, Nsadis, Cox 2-hemmere."
"B1.1";;"Opioder";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"15.07.2017";"";"emp11";"ANALGESICS_FIRST_OPIOIDS";;"EMP11_ANALGESICS_FIRST_OPIOIDS";"F.eks Morfin, Oxynorm, Fantanyl, Metadon, Subutex, Tramadol, Paralgin forte."
"B1.1";;"Benzodiazepiner";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"15.07.2017";"";"emp11";"ANALGESICS_FIRST_BENZODIAZEPINES";;"EMP11_ANALGESICS_FIRST_BENZODIAZEPINES";"F.eks Sobril, Stesolid, Xanor, Vival, Diazepam, Oxazepam."
"B1.1";;"Ko-analgetika";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"15.07.2017";"";"emp11";"ANALGESICS_FIRST_COANALGESICS";;"EMP11_ANALGESICS_FIRST_COANALGESICS";"F.eks Lyrica, Neurontin, Sarotex, Noritren, Cymbalta, Efexor, Klonidin."
"B1.1";;"Vet ikke";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";;;;"Ja";"Nei";"15.07.2017";"";"emp11";"ANALGESICS_FIRST_UNKNOWN";;"EMP11_ANALGESICS_FIRST_UNKNOWN";"Vet ikke krysses av når en har vurdert alle alternativene og ingen av disse passer. Vet ikke låser alle de andre svaralternativene."
"B1.1";"UhenBrukMed";"4c. Er det uhensiktsmessig bruk av forskrevne opioider og/eller benzodiazepiner og/eller ko-analgetika?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"ANALGETICS_INEXP";;"EMP11_ANALGETICS_INEXP";"Definisjon av uhensiktsmessig bruk: Pasienten bruker analgetika på en måte som er i strid med gjeldende nasjonale retningslinjer og terapianbefalinger og/eller pasienten bruker de annerledes enn utskrivende lege har tenkt, eks resepter blir brukt opp før tiden, bruker injeksjoner når det ikke er indikasjon."
"B1.1";"UhenBrukMed";"4c. Er det uhensiktsmessig bruk av forskrevne opioider og/eller benzodiazepiner og/eller ko-analgetika?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"ANALGETICS_INEXP";;"EMP11_ANALGETICS_INEXP";"Definisjon av uhensiktsmessig bruk: Pasienten bruker analgetika på en måte som er i strid med gjeldende nasjonale retningslinjer og terapianbefalinger og/eller pasienten bruker de annerledes enn utskrivende lege har tenkt, eks resepter blir brukt opp før tiden, bruker injeksjoner når det ikke er indikasjon."
"B1.1";"UhenBrukMed";"4c. Er det uhensiktsmessig bruk av forskrevne opioider og/eller benzodiazepiner og/eller ko-analgetika?";"Ja";"Listevariabel";2;"Usikker";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"ANALGETICS_INEXP";;"EMP11_ANALGETICS_INEXP";"Definisjon av uhensiktsmessig bruk: Pasienten bruker analgetika på en måte som er i strid med gjeldende nasjonale retningslinjer og terapianbefalinger og/eller pasienten bruker de annerledes enn utskrivende lege har tenkt, eks resepter blir brukt opp før tiden, bruker injeksjoner når det ikke er indikasjon."
"B1.1";"TidlRus";"5. Tidligere rusmisbruk";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp11";"HISTORYOFABUSE";;"EMP11_HISTORYOFABUSE";"Nei: Benyttes dersom en ikke finner noe informasjon i journal og heller ikke har mistanke om tidligere rusmiddelmisbruk. Ja: Benyttes dersom en finner informasjon i journal og eller pasient forteller om tidligere rusmiddelmisbruk (dvs misbruk av opioider, benzodiazepiner, Lyrica og/eller alkohol). Usikker: Hvis en har mistanke, etter opplysninger fra postpersonale, pårørende eller fra egne observasjoner."
"B1.1";"TidlRus";"5. Tidligere rusmisbruk";"Ja";"Listevariabel";1;"Ja";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp11";"HISTORYOFABUSE";;"EMP11_HISTORYOFABUSE";"Nei: Benyttes dersom en ikke finner noe informasjon i journal og heller ikke har mistanke om tidligere rusmiddelmisbruk. Ja: Benyttes dersom en finner informasjon i journal og eller pasient forteller om tidligere rusmiddelmisbruk (dvs misbruk av opioider, benzodiazepiner, Lyrica og/eller alkohol). Usikker: Hvis en har mistanke, etter opplysninger fra postpersonale, pårørende eller fra egne observasjoner."
"B1.1";"TidlRus";"5. Tidligere rusmisbruk";"Ja";"Listevariabel";2;"Usikker";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp11";"HISTORYOFABUSE";;"EMP11_HISTORYOFABUSE";"Nei: Benyttes dersom en ikke finner noe informasjon i journal og heller ikke har mistanke om tidligere rusmiddelmisbruk. Ja: Benyttes dersom en finner informasjon i journal og eller pasient forteller om tidligere rusmiddelmisbruk (dvs misbruk av opioider, benzodiazepiner, Lyrica og/eller alkohol). Usikker: Hvis en har mistanke, etter opplysninger fra postpersonale, pårørende eller fra egne observasjoner."
"B1.1";"PaagaaRus";"6. Pågående rusmisbruk";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp11";"CURRENTABUSE";;"EMP11_CURRENTABUSE";"Nei: benyttes dersom en ikke finner noe informasjon i journal og heller ikke har mistanke om rusmiddelmisbruk. Ja: Benyttes dersom en finner informasjon i journal og/eller pasient bekrefter pågående rusmiddelmisbruk (dvs misbruk av opioider, benzodiazepiner, Lyrica og/eller alkohol). Usikker: hvis en har mistanke, etter opplysninger fra postpersonale, pårørende eller fra egne observasjoner."
"B1.1";"PaagaaRus";"6. Pågående rusmisbruk";"Ja";"Listevariabel";1;"Ja";"";"";"";"";"";"";"";"";;;;"Nei";"Nei";"01.01.1980";"";"emp11";"CURRENTABUSE";;"EMP11_CURRENTABUSE";"Nei: benyttes dersom en ikke finner noe informasjon i journal og heller ikke har mistanke om rusmiddelmisbruk. Ja: Benyttes dersom en finner informasjon i journal og/eller pasient bekrefter pågående rusmiddelmisbruk (dvs misbruk av opioider, benzodiazepiner, Lyrica og/eller alkohol). Usikker: hvis en har mistanke, etter opplysninger fra postpersonale, pårørende eller fra egne observasjoner."
